gen,,0.04,
shape,0,-14915516,Shape_2,255,0,10,5,5,
pt,0,328,43,
pt,1,355,29,
pt,2,513,94,
pt,3,464,145,
pt,4,501,212,
pt,5,415,272,
pt,6,421,168,
pt,7,413,222,
pt,8,335,239,
pt,9,321,196,
pt,10,312,186,
pt,11,325,283,
pt,12,276,230,
pt,13,299,275,
pt,14,197,350,
pt,15,170,265,
pt,16,167,339,
pt,17,103,330,
pt,18,111,166,
pt,19,102,157,
pt,20,20,242,
pt,21,89,95,
pt,22,160,14,
pt,23,296,23,
shape,1,-16760704,Shape_0,255,0,10,5,5,
pt,0,154,122,
pt,1,176,115,
pt,2,193,135,
pt,3,147,188,
pt,4,215,253,
pt,5,390,340,
pt,6,351,96,
pt,7,470,70,
pt,8,352,383,
pt,9,379,438,
pt,10,389,473,
pt,11,426,493,
pt,12,479,499,
pt,13,379,530,
pt,14,208,509,
pt,15,210,500,
pt,16,282,364,
pt,17,234,294,
pt,18,176,247,
pt,19,124,220,
pt,20,64,259,
pt,21,72,248,
pt,22,66,230,
pt,23,133,150,
shape,2,-14117023,Shape_1,255,0,10,5,5,
pt,0,333,14,
pt,1,362,-1,
pt,2,491,10,
pt,3,457,40,
pt,4,447,30,
pt,5,523,163,
pt,6,439,99,
pt,7,450,157,
pt,8,397,167,
pt,9,382,120,
pt,10,372,110,
pt,11,367,260,
pt,12,327,157,
pt,13,350,275,
pt,14,281,223,
pt,15,273,173,
pt,16,243,270,
pt,17,142,192,
pt,18,154,138,
pt,19,144,128,
pt,20,25,164,
pt,21,104,75,
pt,22,160,15,
pt,23,298,-8,
shape,3,-11403100,Shape_3,255,0,10,5,5,
pt,0,160,67,
pt,1,196,61,
pt,2,206,98,
pt,3,180,111,
pt,4,126,107,
pt,5,148,70,
shape,4,-10485569,Shape_4,255,0,10,5,5,
pt,0,265,83,
pt,1,220,91,
pt,2,208,45,
pt,3,240,29,
pt,4,308,33,
pt,5,280,80,
shape,5,-11272024,Shape_4,255,0,10,5,5,
pt,0,212,144,
pt,1,242,139,
pt,2,251,170,
pt,3,229,181,
pt,4,183,178,
pt,5,202,147,
shape,6,-10813257,Shape_4,255,0,10,5,5,
pt,0,376,48,
pt,1,412,42,
pt,2,422,79,
pt,3,396,92,
pt,4,342,88,
pt,5,364,51,
shape,7,-12944469,Shape_7,255,0,10,5,5,
pt,0,316,281,
pt,1,298,416,
pt,2,358,415,
pt,3,384,450,
pt,4,287,418,
pt,5,304,352,
